Trait	Marker	Chr	Pos	df	F	p	add_effect	add_F	add_p	dom_effect	dom_F	dom_p	errordf	MarkerR2	Genetic Var	Residual Var	-2LnLikelihood
sim	360	4	52549901	2	0.52521	0.59314	4.14405	1.05041	0.30802	3.82483	0.83244	0.36388	100	0.01076	35.77882	31.18595	676.41697
sim	361	4	52714279	2	0.3047	0.73806	1.05555	0.13993	0.70918	2.27742	0.54806	0.46094	100	0.00624	35.77882	31.18595	676.41697
sim	362	4	52878657	2	0.04505	0.95597	0.40281	0.00997	0.92067	-1.9869E-1	0.00221	0.96263	100	9.2294E-4	35.77882	31.18595	676.41697
sim	363	4	53043034	1	1.06479	0.30472	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01091	35.77882	31.18595	676.41697
sim	364	4	53207412	2	0.57362	0.56542	-6.5501E-1	0.21695	0.64244	1.23569	0.53782	0.46515	100	0.01175	35.77882	31.18595	676.41697
sim	365	4	53371789	2	1.19111	0.30838	2.78172	2.34826	0.12875	-6.2931E-1	0.11889	0.73101	100	0.0244	35.77882	31.18595	676.41697
sim	366	4	53536167	2	0.32039	0.72665	1.0265	0.13196	0.71722	2.35135	0.57372	0.45066	100	0.00656	35.77882	31.18595	676.41697
sim	367	4	53700545	2	1.77593	0.1749	-5.1881E-1	0.16908	0.68186	2.66012	2.96696	0.08824	100	0.03638	35.77882	31.18595	676.41697
sim	368	4	53864922	1	0.34362	0.55912	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00352	35.77882	31.18595	676.41697
sim	369	4	54321820	2	1.50052	0.22825	6.11341	2.153	0.14559	7.4633	2.98422	0.08733	100	0.03074	35.77882	31.18595	676.41697
sim	370	4	55071238	2	0.38538	0.68125	-3.0081E-1	0.00582	0.93934	-2.0972E0	0.25253	0.61646	100	0.00789	35.77882	31.18595	676.41697
sim	371	4	56076331	2	0.00697	0.99305	0.14589	0.01252	0.91113	-1.1335E-1	0.00461	0.94602	100	1.4282E-4	35.77882	31.18595	676.41697
sim	372	4	56268023	2	1.95497	0.14722	4.66973	2.48157	0.11851	5.81646	3.90805	0.05095	100	0.04005	35.77882	31.18595	676.41697
sim	373	4	56459715	2	0.03845	0.96229	0.20471	0.0119	0.91335	0.47624	0.07661	0.78255	100	7.8769E-4	35.77882	31.18595	676.41697
sim	374	4	56651407	2	0.06239	0.93955	-7.8679E-1	0.11386	0.73653	-4.7559E-1	0.03376	0.85461	100	0.00128	35.77882	31.18595	676.41697
sim	375	4	56947226	2	0.21586	0.80624	0.37334	0.0906	0.76407	0.86737	0.30014	0.58508	100	0.00442	35.77882	31.18595	676.41697
sim	376	4	57347172	2	0.60047	0.55062	0.41568	0.03443	0.8532	2.16287	0.8526	0.35816	100	0.0123	35.77882	31.18595	676.41697
sim	377	4	57747118	2	0.84583	0.43241	0.72825	0.14398	0.70521	2.61135	1.52565	0.21981	100	0.01733	35.77882	31.18595	676.41697
sim	378	4	58147064	2	0.71492	0.49184	1.21546	0.69999	0.40489	1.00533	0.35196	0.55442	100	0.01465	35.77882	31.18595	676.41697
sim	379	4	58547011	1	0.62537	0.43101	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00641	35.77882	31.18595	676.41697
sim	380	4	58946957	2	0.60368	0.54888	4.37783	1.17931	0.28024	-3.5236E0	0.71035	0.40145	100	0.01237	35.77882	31.18595	676.41697
sim	381	4	59346903	2	2.07199	0.13159	-2.7614E0	3.79972	0.05421	-1.1657E-1	0.00476	0.94512	100	0.04244	35.77882	31.18595	676.41697
sim	382	4	59746849	2	0.7717	0.4651	0.66785	0.08824	0.76708	2.54194	1.21945	0.27226	100	0.01581	35.77882	31.18595	676.41697
sim	383	4	60165124	2	0.61631	0.54208	-1.8862E0	1.23088	0.27004	1.0835	0.27919	0.59846	100	0.01263	35.77882	31.18595	676.41697
sim	384	4	60556302	2	0.39695	0.67348	1.88327	0.7939	0.37517	-8.425E-1	0.1817	0.67088	100	0.00813	35.77882	31.18595	676.41697
sim	385	4	60947481	2	4.16876	0.01839	-3.497E0	3.32859	0.07123	-1.4943E0	0.50323	0.47982	100	0.0854	35.77882	31.18595	676.41697
sim	386	4	61486673	2	0.37804	0.68623	-3.3543E0	0.75552	0.38693	3.16543	0.55618	0.45765	100	0.00774	35.77882	31.18595	676.41697
sim	387	4	62173878	2	0.4904	0.61392	1.13111	0.97214	0.32665	0.16572	0.0112	0.91593	100	0.01005	35.77882	31.18595	676.41697
sim	388	4	62861084	2	0.0473	0.95382	0.30121	0.03333	0.85553	-5.9655E-1	0.09431	0.75944	100	9.6895E-4	35.77882	31.18595	676.41697
sim	389	4	63548289	2	0.32028	0.72673	-1.0073E0	0.22374	0.63729	-6.9082E-1	0.07749	0.78133	100	0.00656	35.77882	31.18595	676.41697
sim	390	4	64482870	1	0.0331	0.85601	NaN	NaN	NaN	NaN	NaN	NaN	100	3.3906E-4	35.77882	31.18595	676.41697
sim	391	4	64969651	2	0.51344	0.60009	1.05808	0.17824	0.67385	-9.1461E-1	0.12032	0.72945	100	0.01052	35.77882	31.18595	676.41697
sim	392	4	65456432	2	0.75881	0.47104	0.39179	0.06491	0.79944	-1.6862E0	0.88466	0.34931	100	0.01554	35.77882	31.18595	676.41697
sim	393	4	65943213	2	0.1869	0.82983	0.49547	0.06848	0.79414	1.15862	0.3669	0.54614	100	0.00383	35.77882	31.18595	676.41697
sim	394	4	66429994	2	0.39435	0.67522	3.15317	0.64805	0.42282	3.56319	0.78239	0.37865	100	0.00808	35.77882	31.18595	676.41697
sim	395	4	66916775	2	1.20957	0.30288	-7.3119E-1	0.06694	0.79641	3.89677	1.3813	0.24282	100	0.02478	35.77882	31.18595	676.41697
sim	396	4	67403556	2	0.10994	0.896	-1.189E0	0.17448	0.67711	0.6093	0.03733	0.84721	100	0.00225	35.77882	31.18595	676.41697
sim	397	4	67831480	2	0.87883	0.41862	-5.1261E0	1.75627	0.18827	4.62032	1.30945	0.25537	100	0.018	35.77882	31.18595	676.41697
sim	398	5	68200547	1	0.00124	0.97194	NaN	NaN	NaN	NaN	NaN	NaN	100	1.2735E-5	35.77882	31.18595	676.41697
sim	399	5	68569614	2	2.53572	0.08455	-1.1604E0	0.90465	0.34395	-3.6319E0	4.75302	0.03172	100	0.05194	35.77882	31.18595	676.41697
sim	400	5	68938681	2	0.02971	0.97074	0.65745	0.05264	0.81903	-4.2142E-1	0.01654	0.89793	100	6.0859E-4	35.77882	31.18595	676.41697
sim	401	5	69307748	2	1.04409	0.35602	4.03227	2.07076	0.15343	3.29224	1.24253	0.2678	100	0.02139	35.77882	31.18595	676.41697
sim	402	5	69676815	2	1.24381	0.29294	2.63009	1.75062	0.18898	-4.1242E-1	0.03318	0.85586	100	0.02548	35.77882	31.18595	676.41697
sim	403	5	70045882	2	1.61743	0.20382	-1.4595E0	1.26903	0.26279	2.02753	1.65565	0.20132	100	0.03313	35.77882	31.18595	676.41697
sim	404	5	70414949	2	0.21922	0.80355	1.46326	0.38212	0.53795	-7.2444E-1	0.07798	0.78065	100	0.00449	35.77882	31.18595	676.41697
sim	405	5	70784016	1	2.52783	0.11514	NaN	NaN	NaN	NaN	NaN	NaN	100	0.02589	35.77882	31.18595	676.41697
sim	406	5	71153083	2	0.05908	0.94267	-2.3912E-1	0.02901	0.86511	-4.0474E-1	0.07082	0.79073	100	0.00121	35.77882	31.18595	676.41697
sim	407	5	71522150	1	1.0476	0.30863	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01073	35.77882	31.18595	676.41697
sim	408	5	71891217	2	1.19911	0.30598	4.29279	2.30124	0.13259	4.5521	1.8315	0.17916	100	0.02456	35.77882	31.18595	676.41697
sim	409	5	72260284	2	0.17629	0.83865	-8.3396E-1	0.21496	0.64397	-1.3616E-1	0.0046	0.94607	100	0.00361	35.77882	31.18595	676.41697
sim	410	5	72629352	2	0.19424	0.82379	-7.4235E-1	0.26537	0.60765	-1.8636E-1	0.01209	0.91266	100	0.00398	35.77882	31.18595	676.41697
sim	411	5	72998419	2	0.06059	0.94124	0.25224	0.00427	0.94806	-1.3569E0	0.07892	0.77938	100	0.00124	35.77882	31.18595	676.41697
sim	412	5	73367486	2	0.43565	0.64813	1.35946	0.43716	0.5101	0.07538	9.5548E-4	0.97541	100	0.00892	35.77882	31.18595	676.41697
sim	413	5	73736553	1	0.0298	0.8633	NaN	NaN	NaN	NaN	NaN	NaN	100	3.0525E-4	35.77882	31.18595	676.41697
sim	414	5	74105620	1	0.07016	0.79168	NaN	NaN	NaN	NaN	NaN	NaN	100	7.1858E-4	35.77882	31.18595	676.41697
sim	415	5	74474687	2	1.14026	0.32407	3.37896	1.95599	0.1652	1.46677	0.32817	0.56809	100	0.02336	35.77882	31.18595	676.41697
sim	416	5	74843754	2	1.313	0.27385	-6.2089E0	2.60787	0.10965	-5.8761E0	1.96041	0.16473	100	0.0269	35.77882	31.18595	676.41697
sim	417	5	75212821	2	2.34407	0.10146	-2.4826E0	1.33622	0.2506	-5.2503E0	4.51929	0.03611	100	0.04802	35.77882	31.18595	676.41697
sim	418	5	75581888	2	0.28298	0.75417	-6.2581E-1	0.10087	0.75148	-1.6417E0	0.54298	0.46302	100	0.0058	35.77882	31.18595	676.41697
sim	419	5	75950955	1	0.39127	0.53312	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00401	35.77882	31.18595	676.41697
sim	420	5	76320022	2	0.38327	0.68268	1.31648	0.19919	0.65639	-5.5201E-1	0.03022	0.86236	100	0.00785	35.77882	31.18595	676.41697
sim	421	5	76689089	2	0.29372	0.74616	1.15244	0.45944	0.49953	0.03479	3.2391E-4	0.98568	100	0.00602	35.77882	31.18595	676.41697
sim	422	5	77058156	2	0.11928	0.88769	1.0564	0.19949	0.65615	-4.5976E-1	0.02496	0.87481	100	0.00244	35.77882	31.18595	676.41697
sim	423	5	77561162	2	1.09324	0.33931	4.01827	1.79773	0.18318	2.15938	0.46356	0.49762	100	0.0224	35.77882	31.18595	676.41697
sim	424	5	78198107	2	0.32873	0.72065	0.87285	0.43969	0.50888	0.81455	0.26484	0.60801	100	0.00673	35.77882	31.18595	676.41697
sim	425	5	78835052	2	0.6182	0.54107	1.35997	0.67805	0.41232	-2.0363E0	1.14461	0.28739	100	0.01266	35.77882	31.18595	676.41697
sim	426	5	79471996	2	1.68604	0.19075	-1.8764E0	0.4466	0.50558	4.62548	2.35753	0.128	100	0.03454	35.77882	31.18595	676.41697
sim	427	5	80108941	2	0.13763	0.8716	-6.7572E-1	0.2542	0.6153	0.19697	0.01402	0.90601	100	0.00282	35.77882	31.18595	676.41697
sim	428	5	80745886	2	0.91386	0.40447	2.47964	1.82245	0.18023	1.61263	0.56532	0.45398	100	0.01872	35.77882	31.18595	676.41697
sim	429	5	81382830	1	0.17281	0.67856	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00177	35.77882	31.18595	676.41697
sim	430	5	82019775	2	0.05589	0.94567	0.57724	0.10652	0.74486	0.45608	0.05475	0.8155	100	0.00114	35.77882	31.18595	676.41697
sim	431	5	82371965	2	0.33164	0.71858	-1.3199E0	0.65754	0.41946	0.58634	0.10804	0.74311	100	0.00679	35.77882	31.18595	676.41697
sim	432	5	82724155	2	0.28745	0.75083	1.01846	0.56602	0.45371	0.02828	3.0691E-4	0.98606	100	0.00589	35.77882	31.18595	676.41697
sim	433	5	83076345	2	0.8136	0.44632	3.04108	1.49046	0.22517	-1.6493E0	0.38367	0.53713	100	0.01667	35.77882	31.18595	676.41697
sim	434	5	83428535	2	0.88194	0.41734	-9.8107E-2	0.00174	0.96682	2.31176	0.79802	0.37394	100	0.01807	35.77882	31.18595	676.41697
sim	435	5	83780725	1	2.1357	0.14717	NaN	NaN	NaN	NaN	NaN	NaN	100	0.02187	35.77882	31.18595	676.41697
sim	436	5	84195403	2	0.27912	0.75707	-1.9231E-1	0.02553	0.87338	-1.0503E0	0.49757	0.4823	100	0.00572	35.77882	31.18595	676.41697
sim	437	5	84610081	2	0.78359	0.45969	-1.6522E0	1.56594	0.21387	-2.9946E-1	0.03774	0.84639	100	0.01605	35.77882	31.18595	676.41697
sim	438	5	85024759	1	2.7756	0.09897	NaN	NaN	NaN	NaN	NaN	NaN	100	0.02843	35.77882	31.18595	676.41697
sim	439	5	85439437	2	0.50719	0.60381	-2.8458E-1	0.03708	0.84772	1.54372	0.70402	0.40354	100	0.01039	35.77882	31.18595	676.41697
sim	440	5	85854115	1	0.03374	0.85464	NaN	NaN	NaN	NaN	NaN	NaN	100	3.456E-4	35.77882	31.18595	676.41697
sim	441	5	86268793	1	0.10207	0.75006	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00105	35.77882	31.18595	676.41697
sim	442	5	86683471	2	1.33289	0.2686	-6.6788E0	2.62916	0.10823	6.01711	1.81029	0.18168	100	0.0273	35.77882	31.18595	676.41697
sim	443	5	87098149	2	0.70778	0.49532	-8.9743E-1	0.22463	0.63662	-1.2696E0	0.28807	0.59271	100	0.0145	35.77882	31.18595	676.41697
sim	444	5	87512827	2	0.21427	0.80752	0.84283	0.18127	0.67125	-4.3059E-1	0.03212	0.85815	100	0.00439	35.77882	31.18595	676.41697
sim	445	5	87927505	2	0.02073	0.97948	-4.1514E-1	0.03939	0.84309	0.24662	0.00918	0.92387	100	4.2473E-4	35.77882	31.18595	676.41697
sim	446	5	88342183	2	1.16128	0.31749	-6.6277E-1	0.028	0.86747	-3.7886E0	0.85368	0.35785	100	0.02379	35.77882	31.18595	676.41697
sim	447	5	88680250	2	0.01389	0.9862	0.22927	0.02719	0.86937	-1.4026E-2	8.2718E-5	0.99276	100	2.846E-4	35.77882	31.18595	676.41697
sim	448	5	89287852	2	1.28451	0.28155	1.90414	1.00527	0.31859	0.78067	0.12941	0.71985	100	0.02631	35.77882	31.18595	676.41697
sim	449	5	89865513	2	1.3924	0.2535	0.79348	0.1457	0.70353	3.37457	2.13476	0.14729	100	0.02852	35.77882	31.18595	676.41697
sim	450	5	90443174	2	4.75143	0.0108	-1.5045E0	1.36675	0.2453	4.40763	8.1014	0.00542	100	0.09733	35.77882	31.18595	676.41697
sim	451	5	91020835	1	0.38456	0.53664	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00394	35.77882	31.18595	676.41697
sim	452	5	91598496	2	0.01769	0.98247	0.26527	0.00425	0.94814	-6.2074E-1	0.02225	0.88174	100	3.6238E-4	35.77882	31.18595	676.41697
sim	453	5	92176157	2	1.576	0.21216	-6.2157E0	2.261	0.13599	7.72857	3.12356	0.08038	100	0.03228	35.77882	31.18595	676.41697
sim	454	5	92753818	2	0.01769	0.98247	0.26527	0.00425	0.94814	-6.2074E-1	0.02225	0.88174	100	3.6238E-4	35.77882	31.18595	676.41697
sim	455	5	93331479	2	0.20253	0.81702	-9.4876E-1	0.23745	0.62718	-1.307E-1	0.00306	0.95601	100	0.00415	35.77882	31.18595	676.41697
sim	456	5	93909140	2	3.71896	0.02786	-8.5061E0	4.4742	0.03703	-4.1692E0	1.05288	0.30745	100	0.07618	35.77882	31.18595	676.41697
sim	457	5	94986039	2	0.00673	0.99329	-4.5994E-1	0.0129	0.90983	-3.5226E-1	0.00714	0.93284	100	1.3787E-4	35.77882	31.18595	676.41697
sim	458	5	96062938	2	1.48926	0.23076	1.8498	0.90863	0.3429	4.33596	2.9752	0.0878	100	0.03051	35.77882	31.18595	676.41697
sim	459	5	97139837	2	3.32987	0.04002	-6.417E0	2.53832	0.11443	1.70028	0.15122	0.69824	100	0.06821	35.77882	31.18595	676.41697
sim	460	5	98495930	2	5.20507	0.00716	-3.373E0	5.56998	0.02032	2.05258	1.58054	0.21176	100	0.10663	35.77882	31.18595	676.41697
sim	461	5	100131217	2	7.93254	6.5181E-4	7.82847	13.83993	3.3692E-4	3.58468	2.21947	0.13959	100	0.1625	35.77882	31.18595	676.41697
sim	462	5	101766503	2	1.68092	0.19169	2.28528	1.5032	0.22321	0.72847	0.12041	0.72936	100	0.03443	35.77882	31.18595	676.41697
sim	463	5	103241856	2	2.29767	0.10605	-7.6471E0	3.64962	0.0591	-4.9011E0	1.43299	0.23426	100	0.04707	35.77882	31.18595	676.41697
sim	464	5	104557078	2	2.55003	0.08341	-6.0402E0	2.2608	0.136	2.2149	0.25203	0.61681	100	0.05224	35.77882	31.18595	676.41697
sim	465	5	105872301	2	2.8987	0.05998	-6.0355E0	2.25952	0.13611	1.61558	0.13075	0.71846	100	0.05938	35.77882	31.18595	676.41697
sim	466	5	107365735	2	1.56626	0.21417	1.61746	0.84578	0.36008	-1.5645E0	0.56228	0.4552	100	0.03209	35.77882	31.18595	676.41697
sim	467	5	110582929	1	3.03788	0.08454	NaN	NaN	NaN	NaN	NaN	NaN	100	0.03112	35.77882	31.18595	676.41697
sim	468	5	113800123	2	1.68697	0.19058	2.47971	3.29229	0.07276	-1.0231E0	0.42685	0.51512	100	0.03456	35.77882	31.18595	676.41697
sim	469	5	117801682	1	0.01645	0.89821	NaN	NaN	NaN	NaN	NaN	NaN	100	1.6851E-4	35.77882	31.18595	676.41697
sim	470	5	129615789	1	3.51666	0.06379	NaN	NaN	NaN	NaN	NaN	NaN	100	0.03602	35.77882	31.18595	676.41697
sim	471	5	148458078	2	1.86336	0.16078	2.62664	3.72266	0.05666	0.42049	0.06338	0.80177	100	0.03817	35.77882	31.18595	676.41697
sim	472	5	149357300	2	1.54596	0.21842	0.39292	0.03951	0.84286	-3.3893E0	2.30953	0.1319	100	0.03167	35.77882	31.18595	676.41697
sim	473	5	150816131	2	0.93035	0.39798	0.91627	0.44352	0.50704	-1.7196E0	1.19334	0.27742	100	0.01906	35.77882	31.18595	676.41697
sim	474	5	152274963	1	1.48159	0.22651	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01518	35.77882	31.18595	676.41697
sim	475	5	153733794	2	0.79844	0.45303	-1.8559E0	0.58971	0.44444	0.33141	0.01449	0.90443	100	0.01636	35.77882	31.18595	676.41697
sim	476	5	155192626	2	0.33739	0.71448	-1.3543E0	0.57535	0.45002	-1.466E0	0.49068	0.48534	100	0.00691	35.77882	31.18595	676.41697
sim	477	5	156651457	2	2.16031	0.12092	-5.9465E0	4.3006	0.0408	-5.4968E0	2.97626	0.08775	100	0.04425	35.77882	31.18595	676.41697
sim	478	5	158110289	1	0.29427	0.58876	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00301	35.77882	31.18595	676.41697
sim	479	5	159569120	1	3.4644	0.06576	NaN	NaN	NaN	NaN	NaN	NaN	100	0.03548	35.77882	31.18595	676.41697
sim	480	5	161027952	2	0.06338	0.93862	-6.3239E-1	0.10122	0.75106	-2.0058E-1	0.00771	0.93023	100	0.0013	35.77882	31.18595	676.41697
sim	481	5	162922240	2	0.59954	0.55113	0.18059	0.0157	0.90054	-1.8148E0	1.08461	0.30031	100	0.01228	35.77882	31.18595	676.41697
sim	482	5	164816528	1	0.02165	0.88333	NaN	NaN	NaN	NaN	NaN	NaN	100	2.2176E-4	35.77882	31.18595	676.41697
sim	483	5	166710816	2	0.04971	0.95153	-3.192E-1	0.04434	0.83368	0.55544	0.09106	0.76349	100	0.00102	35.77882	31.18595	676.41697
sim	484	5	167326815	2	0.46442	0.62992	-3.2936E0	0.69923	0.40514	2.17606	0.26732	0.60634	100	0.00951	35.77882	31.18595	676.41697
sim	485	5	167942814	1	0.68347	0.41045	NaN	NaN	NaN	NaN	NaN	NaN	100	0.007	35.77882	31.18595	676.41697
sim	486	5	168558813	2	2.06016	0.13309	-3.9083E0	4.07285	0.0464	2.35638	1.20954	0.2742	100	0.0422	35.77882	31.18595	676.41697
sim	487	5	169174812	2	0.007	0.99303	-1.5739E-1	0.01034	0.91921	-1.8492E-1	0.01027	0.9195	100	1.4336E-4	35.77882	31.18595	676.41697
sim	488	6	169790811	1	1.03146	0.31237	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01056	35.77882	31.18595	676.41697
sim	489	6	170406810	2	0.32027	0.72673	-1.2847E0	0.10626	0.74516	0.15592	0.00145	0.96971	100	0.00656	35.77882	31.18595	676.41697
sim	490	6	171022809	2	1.29176	0.27957	-6.5212E0	2.49532	0.11751	6.82606	2.295	0.13311	100	0.02646	35.77882	31.18595	676.41697
sim	491	6	171638808	2	1.29176	0.27957	-6.5212E0	2.49532	0.11751	6.82606	2.295	0.13311	100	0.02646	35.77882	31.18595	676.41697
sim	492	6	172254807	2	0.22895	0.79581	-3.0584E-1	0.04294	0.83628	0.86768	0.21113	0.64693	100	0.00469	35.77882	31.18595	676.41697
sim	493	6	172870806	2	1.97079	0.145	-6.091E0	2.39629	0.12495	-8.4902E0	3.86508	0.05222	100	0.04037	35.77882	31.18595	676.41697
sim	494	6	173486805	2	0.29092	0.74824	-4.1533E-1	0.05778	0.81056	0.93688	0.21526	0.64374	100	0.00596	35.77882	31.18595	676.41697
sim	495	6	174102804	2	2.07546	0.13115	0.35252	0.05148	0.82099	3.11216	4.14814	0.04446	100	0.04252	35.77882	31.18595	676.41697
sim	496	6	174718803	2	0.63961	0.52975	1.48088	0.51843	0.47328	2.67484	1.27426	0.26181	100	0.0131	35.77882	31.18595	676.41697
sim	497	6	175334802	2	2.29118	0.10671	3.24368	2.27003	0.13522	5.3697	4.57983	0.03491	100	0.04693	35.77882	31.18595	676.41697
sim	498	6	175914447	2	0.3775	0.6866	-1.9809E0	0.71386	0.40029	-2.0265E0	0.62137	0.4325	100	0.00773	35.77882	31.18595	676.41697
sim	499	6	176457738	1	0.52962	0.46854	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00542	35.77882	31.18595	676.41697
sim	500	6	177001029	2	2.49019	0.08829	-8.6257E0	4.50505	0.0364	-5.7914E0	1.67268	0.19904	100	0.05101	35.77882	31.18595	676.41697
sim	501	6	177544320	2	0.082	0.92133	0.6087	0.02218	0.88192	-1.8564E-1	0.00179	0.9663	100	0.00168	35.77882	31.18595	676.41697
sim	502	6	178087611	2	0.79714	0.45361	1.75713	1.59373	0.20988	-1.0368E-1	0.00445	0.94697	100	0.01633	35.77882	31.18595	676.41697
sim	503	6	178630902	2	3.02387	0.05332	4.99794	6.03791	0.01582	-3.6699E0	2.31463	0.13148	100	0.06194	35.77882	31.18595	676.41697
sim	504	6	179174193	2	1.16871	0.31519	2.01024	0.46084	0.49888	5.06569	2.13714	0.14707	100	0.02394	35.77882	31.18595	676.41697
sim	505	6	179717484	2	1.51622	0.22481	1.30307	1.12566	0.29139	-2.3084E0	2.16858	0.14416	100	0.03106	35.77882	31.18595	676.41697
sim	506	6	180201602	2	0.2441	0.7839	-7.1707E-1	0.11264	0.7379	2.07144	0.48329	0.48863	100	0.005	35.77882	31.18595	676.41697
sim	507	6	180626549	2	3.10451	0.04943	-8.9507E0	4.85389	0.03	-5.4155E0	1.57164	0.21305	100	0.0636	35.77882	31.18595	676.41697
sim	508	6	181051496	2	0.28599	0.75192	0.10905	0.0021	0.96354	1.4515	0.29005	0.59145	100	0.00586	35.77882	31.18595	676.41697
sim	509	6	181476442	2	1.63788	0.19983	5.93391	2.01812	0.15871	7.62039	3.15687	0.07881	100	0.03355	35.77882	31.18595	676.41697
sim	510	6	181901389	1	2.46365	0.1198	NaN	NaN	NaN	NaN	NaN	NaN	100	0.02523	35.77882	31.18595	676.41697
sim	511	6	182326336	1	2.11107	0.1495	NaN	NaN	NaN	NaN	NaN	NaN	100	0.02162	35.77882	31.18595	676.41697
sim	512	6	182719270	2	1.17397	0.31358	2.24131	2.06076	0.15442	-3.2454E-1	0.04151	0.83898	100	0.02405	35.77882	31.18595	676.41697
sim	513	6	183080192	2	2.76351	0.06815	-6.4593E-1	0.0523	0.8196	-4.8651E0	2.4246	0.12277	100	0.05661	35.77882	31.18595	676.41697
sim	514	6	183441114	2	2.36546	0.09942	-1.428E0	0.31355	0.57683	5.57504	3.55089	0.06257	100	0.04846	35.77882	31.18595	676.41697
sim	515	6	183802036	2	0.22042	0.80259	0.89618	0.40052	0.52834	0.16334	0.00799	0.92895	100	0.00452	35.77882	31.18595	676.41697
sim	516	6	183848048	2	0.59944	0.55118	1.85999	0.97165	0.32677	-2.8321E-1	0.0204	0.88674	100	0.01228	35.77882	31.18595	676.41697
sim	517	6	183894059	2	0.00779	0.99224	-1.2756E-1	0.00486	0.94457	0.2624	0.01553	0.90108	100	1.5962E-4	35.77882	31.18595	676.41697
sim	518	6	183940071	2	2.14624	0.12256	-1.9439E0	1.10312	0.29625	4.43792	4.26081	0.04173	100	0.04397	35.77882	31.18595	676.41697
sim	519	6	183986082	1	0.69124	0.40781	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00708	35.77882	31.18595	676.41697
sim	520	6	184367770	2	1.00171	0.3711	1.33124	0.83902	0.362	-1.1007E0	0.30603	0.58143	100	0.02052	35.77882	31.18595	676.41697
sim	521	6	184616441	1	0.10418	0.74757	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00107	35.77882	31.18595	676.41697
sim	522	6	184865113	2	0.6074	0.54687	-6.661E-1	0.29526	0.58814	1.63292	0.99296	0.32155	100	0.01244	35.77882	31.18595	676.41697
sim	523	6	185113784	2	0.44587	0.6416	0.29437	0.01358	0.90749	1.86233	0.47199	0.49374	100	0.00913	35.77882	31.18595	676.41697
sim	524	6	185362456	2	0.79591	0.45416	-1.1999E-1	0.00227	0.96212	2.61384	0.84011	0.36169	100	0.0163	35.77882	31.18595	676.41697
sim	525	6	185611128	1	0.00764	0.93051	NaN	NaN	NaN	NaN	NaN	NaN	100	7.8296E-5	35.77882	31.18595	676.41697
sim	526	6	185859799	2	0.76972	0.46601	-1.7345E0	1.36288	0.24596	-9.4274E-2	0.00321	0.95496	100	0.01577	35.77882	31.18595	676.41697
sim	527	6	186108471	2	0.06925	0.93314	-4.3602E-1	0.10186	0.75032	-5.2879E-1	0.09235	0.76188	100	0.00142	35.77882	31.18595	676.41697
sim	528	6	186357142	2	0.75038	0.47496	4.52343	1.24532	0.26726	3.20515	0.59089	0.44398	100	0.01537	35.77882	31.18595	676.41697
sim	529	6	186605814	2	0.0444	0.95659	0.48596	0.08759	0.7679	0.26473	0.0181	0.89326	100	9.0954E-4	35.77882	31.18595	676.41697
sim	530	6	186854485	2	2.76555	0.06801	-1.8021E0	0.71265	0.40069	-5.0457E0	4.74302	0.03189	100	0.05665	35.77882	31.18595	676.41697
sim	531	6	187103157	2	0.36763	0.69336	-2.2554E0	0.62112	0.43259	-1.2646E0	0.16367	0.68671	100	0.00753	35.77882	31.18595	676.41697
sim	532	6	187351829	2	2.49486	0.0879	-5.2175E0	3.39097	0.06867	7.03044	4.93558	0.02868	100	0.05111	35.77882	31.18595	676.41697
sim	533	6	187600500	2	0.42968	0.65198	-2.3488E-1	0.01854	0.89198	1.45948	0.81016	0.37035	100	0.0088	35.77882	31.18595	676.41697
sim	534	6	187849172	1	1.27232	0.26214	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01303	35.77882	31.18595	676.41697
sim	535	6	188097843	2	0.03104	0.96945	0.33796	0.05082	0.82213	0.01976	1.3764E-4	0.99066	100	6.3581E-4	35.77882	31.18595	676.41697
sim	536	6	188346515	2	3.56646	0.0321	-4.3565E0	4.61848	0.03417	5.33455	6.66512	0.01136	100	0.07306	35.77882	31.18595	676.41697
sim	537	6	188595186	2	0.13457	0.87426	0.8209	0.03947	0.84294	-1.8169E-1	0.00182	0.96602	100	0.00276	35.77882	31.18595	676.41697
sim	538	6	188843858	2	0.01813	0.98204	-1.3585E-1	0.00999	0.92059	-1.9443E-1	0.01389	0.90644	100	3.713E-4	35.77882	31.18595	676.41697
sim	539	6	189092529	2	3.49955	0.03416	-4.4523E0	4.72426	0.03223	5.19729	6.3819	0.01318	100	0.07169	35.77882	31.18595	676.41697
